94d71b8f31b638838713d77e72d1e2bff832728ad1d231e736fd7d102b22989e,ac73e3876570c1efdfab31f42628e09246458aeac6b0f226b8c4cdc0b7b5dab7,a46522020712fb21151a02071051f8d0266cd3623473668c9315b849b2bc66cc,6331c8b459d6780a661580c489bb1aaac236618e2e95ede93f363609fd88ba04,19d1079199e4e4771947050e241b414dfb15a3a835db9ec7f406f564d8e77a49
"24","74001305","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"25","74001305","energy_recover","시작 시 TP 회복","전투 시작 시, 보스 몬스터가 적 전원의 TP를 (중) 증가시킨다."
"26","74001305","boss_magic_cut","보스 마법 데미지 컷","전투 시작 시, 보스 몬스터가 마법 데미지 100％ 컷 상태가 된다."
"27","74001305","add_shadow","섀도우 2명 추가","시즈루(여름)와 크리스티나의 섀도우가 추가된다."
"28","74001401","boss_physics_cut","보스 물리 데미지 컷","전투 시작 시, 보스 몬스터가 물리 데미지 20％ 컷 상태가 된다."
"29","74001402","boss_physics_cut","보스 물리 데미지 컷","전투 시작 시, 보스 몬스터가 물리 데미지 50％ 컷 상태가 된다."
"30","74001402","add_shadow","섀도우 1명 추가","쿠우카(오에도)의 섀도우가 추가된다."
"31","74001403","energy_recover","시작 시 TP 회복","전투 시작 시, 보스 몬스터가 적 전원의 TP를 (중) 증가시킨다."
"32","74001403","boss_physics_cut","보스 물리 데미지 컷","전투 시작 시, 보스 몬스터가 물리 데미지 50％ 컷 상태가 된다."
"33","74001403","add_shadow","섀도우 2명 추가","쿠우카(오에도)와 네네카의 섀도우가 추가된다."
"34","74001404","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"35","74001404","energy_recover","시작 시 TP 회복","전투 시작 시, 보스 몬스터가 적 전원의 TP를 (중) 증가시킨다."
"36","74001404","boss_physics_cut","보스 물리 데미지 컷","전투 시작 시, 보스 몬스터가 물리 데미지 70％ 컷 상태가 된다."
"37","74001404","add_shadow","섀도우 2명 추가","쿠우카(오에도)와 네네카의 섀도우가 추가된다."
"38","74001405","limit_time","전투 시간 제한","전투 시간이 60초가 된다."
"39","74001405","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"40","74001405","energy_recover","시작 시 TP 회복","전투 시작 시, 보스 몬스터가 적 전원의 TP를 (중) 증가시킨다."
"41","74001405","boss_physics_cut","보스 물리 데미지 컷","전투 시작 시, 보스 몬스터가 물리 데미지 100％ 컷 상태가 된다."
"42","74001405","add_shadow","섀도우 2명 추가","쿠우카(오에도)와 네네카의 섀도우가 추가된다."
"43","74001502","boss_atk_up","시작 시 공격력 증가","전투 시작 후 일정 시간 보스 몬스터의 물리 공격력이 (중) 증가한다."
"44","74001503","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"45","74001503","boss_atk_up","시작 시 공격력 증가","전투 시작 후 일정 시간 보스 몬스터의 물리 공격력이 (중) 증가한다."
"46","74001504","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"47","74001504","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"48","74001504","boss_atk_up","시작 시 공격력 증가","전투 시작 후 일정 시간 보스 몬스터의 물리 공격력이 (중) 증가한다."
"49","74001505","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"50","74001505","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"51","74001505","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"52","74001505","boss_atk_up","시작 시 공격력 증가","전투 시작 후 일정 시간 보스 몬스터의 물리 공격력이 (중) 증가한다."
"53","74002102","add_shadow","섀도우 1명 추가","카린의 섀도우가 추가된다."
"54","74002103","star6_shadow","섀도우 강화","미야코, 유카리, 아유미의 섀도우에게 전용 장비가 추가된다."
"55","74002103","add_shadow","섀도우 1명 추가","카린의 섀도우가 추가된다."
"56","74002104","star6_shadow","섀도우 강화","미야코, 유카리, 아유미의 섀도우가 ★6이 된다."
"57","74002104","add_shadow","섀도우 1명 추가","카린의 섀도우가 추가된다."
"58","74002105","boss_atk_up","섀도우 물리 공격력 증가","모든 섀도우의 물리 공격력이 대폭 상승한다."
"59","74002105","star6_shadow","섀도우 강화","미야코, 유카리, 아유미의 섀도우가 ★6이 된다."
"60","74002105","add_shadow","섀도우 1명 추가","카린의 섀도우가 추가된다."
"61","74002202","add_shadow","섀도우 1명 추가","카야(리버레이터)의 섀도우가 추가된다."
"62","74002203","star6_shadow","섀도우 강화","츠무기(할로윈), 마히루(크리스마스), 미츠키, 카스미(매지컬)의 섀도우에게 전용 장비가 추가된다."
"63","74002203","add_shadow","섀도우 1명 추가","카야(리버레이터)의 섀도우가 추가된다."
"64","74002204","star6_shadow","섀도우 강화","미츠키의 섀도우가 ★6이 된다. 츠무기(할로윈), 마히루(크리스마스), 카스미(매지컬)의 섀도우에게 전용 장비가 추가된다."
"65","74002204","add_shadow","섀도우 1명 추가","카야(리버레이터)의 섀도우가 추가된다."
"66","74002205","boss_magic_def_up","섀도우 마법 방어력 증가","모든 섀도우의 마법 방어력이 대폭 상승한다."
"67","74002205","star6_shadow","섀도우 강화","츠무기(할로윈), 마히루(크리스마스), 카스미(매지컬)의 섀도우에게 전용 장비가 추가되고, 미츠키의 섀도우가 ★6이 된다."
"68","74002205","add_shadow","섀도우 1명 추가","카야(리버레이터)의 섀도우가 추가된다."
"69","74002302","add_shadow","섀도우 1명 추가","노조미의 섀도우가 추가된다."
"70","74002303","add_shadow","섀도우 2명 추가","노조미와 캬루(프린세스)의 섀도우가 추가된다."
"71","74002304","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"72","74002304","star6_shadow","섀도우 강화","노조미의 섀도우가 ★6이 된다. 캬루(프린세스)의 섀도우에게 전용 장비가 추가된다."
"73","74002304","add_shadow","섀도우 2명 추가","노조미와 캬루(프린세스)의 섀도우가 추가된다."
"74","74002305","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"75","74002305","boss_def_up","시작 시 물리 방어력 증가","전투 시작 시, 보스 몬스터가 적 전원의 물리 방어력을 (특대) 증가시킨다."
"76","74002305","boss_magic_def_up","시작 시 마법 방어력 증가","전투 시작 시, 보스 몬스터가 적 전원의 마법 방어력을 (특대) 증가시킨다."
"77","74002305","star6_shadow","섀도우 강화","노조미의 섀도우가 ★6이 된다. 캬루(프린세스)의 섀도우에게 전용 장비가 추가된다."
"78","74002305","add_shadow","섀도우 2명 추가","노조미와 캬루(프린세스)의 섀도우가 추가된다."
"79","74002402","add_shadow","섀도우 1명 추가","아야네의 섀도우가 추가된다."
"80","74002403","add_shadow","섀도우 2명 추가","아야네와 페코린느(여름)의 섀도우가 추가된다."
"81","74002404","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"82","74002404","star6_shadow","섀도우 강화","아야네와 페코린느(여름)의 섀도우가 ★6이 된다."
"83","74002404","add_shadow","섀도우 2명 추가","아야네와 페코린느(여름)의 섀도우가 추가된다."
"84","74002405","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"85","74002405","boss_def_up","시작 시 물리 방어력 증가","전투 시작 시, 보스 몬스터가 적 전원의 물리 방어력을 (특대) 증가시킨다."
"86","74002405","boss_magic_def_up","시작 시 마법 방어력 증가","전투 시작 시, 보스 몬스터가 적 전원의 마법 방어력을 (특대) 증가시킨다."
"87","74002405","star6_shadow","섀도우 강화","아야네와 페코린느(여름)의 섀도우가 ★6이 된다."
"88","74002405","add_shadow","섀도우 2명 추가","아야네와 페코린느(여름)의 섀도우가 추가된다."
"89","74002502","limit_time","전투 시간 제한","전투 시간이 70초가 된다."
"90","74002503","limit_time","전투 시간 제한","전투 시간이 60초가 된다."
"91","74002504","limit_time","전투 시간 제한","전투 시간이 60초가 된다."
"92","74002504","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"93","74002505","limit_time","전투 시간 제한","전투 시간이 45초가 된다."
"94","74002505","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"95","74003102","star6_shadow","섀도우 강화","카스미, 하츠네, 유이(프린세스)의 섀도우에게 전용 장비가 추가된다."
"96","74003103","add_shadow","섀도우 1명 추가","유키의 섀도우가 추가된다."
"97","74003103","star6_shadow","섀도우 강화","하츠네, 유키의 섀도우가 ★6이 된다."
"98","74003104","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"99","74003105","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"100","74003105","max_hp_up","섀도우 최대 HP 증가","모든 섀도우의 최대 HP가 큰 폭으로 상승한다."
"101","74003202","add_shadow","몬스터 1마리 추가","커스 렐릭이 추가된다."
"102","74003203","star6_shadow","섀도우 강화","아오이의 섀도우가 ★6이 된다."
"103","74003204","boss_magic_cut","시작 시 마법 데미지 컷","전투 시작 시 커스 렐릭이 아군 전체를 마법 데미지 50% 컷 상태로 만든다."
"104","74003204","boss_ub_enhance","몬스터 강화","커스 렐릭의 스킬이 강화된다."
"105","74003205","boss_magic_cut","시작 시 마법 데미지 컷","전투 시작 시 커스 렐릭이 아군 전체를 마법 데미지 75% 컷 상태로 만든다."
"106","74003205","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"107","74003302","add_shadow","몬스터 1마리 추가","힐 렐릭이 추가된다."
"108","74003303","star6_shadow","섀도우 강화","캬루(새해)의 섀도우에게 전용 장비가 추가된다."
"109","74003304","boss_physics_cut","시작 시 물리 데미지 컷","전투 시작 시 힐 렐릭이 아군 전체를 물리 데미지 50% 컷 상태로 만든다."
"110","74003304","boss_ub_enhance","몬스터 강화","힐 렐릭의 스킬이 강화된다."
"111","74003305","boss_physics_cut","시작 시 물리 데미지 컷","전투 시작 시 힐 렐릭이 아군 전체를 물리 데미지 75% 컷 상태로 만든다."
"112","74003305","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"113","74003402","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (소) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"114","74003402","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (소) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"115","74003403","limit_time","전투 시간 제한","전투 시간이 70초가 된다."
"116","74003403","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (소) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"117","74003403","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (소) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"118","74003404","limit_time","전투 시간 제한","전투 시간이 70초가 된다."
"119","74003404","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"120","74003404","boss_tp_down_cut","보스 TP 감소 컷","전투 시작 시, 보스 몬스터가 TP 감소 100％ 컷 상태가 된다."
"121","74003404","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"122","74003404","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"123","74003405","limit_time","전투 시간 제한","전투 시간이 50초가 된다."
"124","74003405","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"125","74003405","boss_tp_down_cut","보스 TP 감소 컷","전투 시작 시, 보스 몬스터가 TP 감소 100％ 컷 상태가 된다."
"126","74003405","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"127","74003405","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"128","74003502","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (소) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"129","74003502","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (소) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"130","74003503","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"131","74003503","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"132","74003504","add_shadow","몬스터 1마리 추가","루나 포드가 추가된다."
"133","74003504","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"134","74003504","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"135","74003505","add_shadow","섀도우 1명 추가","카이저 인사이트의 섀도우가 추가된다."
"136","74003505","boss_def_lower_limit","보스 물리 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"137","74003505","boss_magic_def_lower_limit","보스 마법 방어력(감소 불가) 증가","전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"138","74004102","star6_shadow","섀도우 강화","이노리, 사렌, 요리, 유니의 섀도우에게 전용 장비가 추가된다."
"139","74004103","add_shadow","섀도우 1명 추가","사렌(여름)의 섀도우가 추가된다."
"140","74004103","star6_shadow","섀도우 강화","사렌, 요리의 섀도우가 ★6이 된다."
"141","74004104","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"142","74004105","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"143","74004105","max_hp_up","섀도우 최대 HP 증가","모든 섀도우의 최대 HP가 큰 폭으로 상승한다."
"144","74004202","add_shadow","몬스터 1마리 추가","실드 렐릭이 추가된다."
"145","74004203","star6_shadow","섀도우 강화","네네카(새해)의 섀도우에게 전용 장비가 추가된다."
"146","74004204","boss_ub_enhance","몬스터 강화","실드 렐릭의 스킬이 강화된다."
"147","74004204","hp_recover","전투 시작 시 HP 회복","전투 시작 시, 실드 렐릭이 아군 전체의 HP를 (특대) 회복한다."
"148","74004205","hp_recover","전투 시작 시 HP 회복","전투 시작 시, 실드 렐릭이 아군 전체의 HP를 (특대) 회복한다."
"149","74004205","energy_recover","시작 시 TP 지속 회복 부여","전투 시작 시, 실드 렐릭이 아군 전체에게 지속적으로 TP 회복 상태를 부여한다."
"150","74004302","add_shadow","몬스터 1마리 추가","어택 렐릭이 추가된다."
"151","74004303","star6_shadow","섀도우 강화","리마의 섀도우가 ★6이 된다."
"152","74004304","boss_ub_enhance","몬스터 강화","어택 렐릭의 스킬이 강화된다."
"153","74004305","boss_haste","시작 시 행동 속도 증가 필드","전투 시작 시, 어택 렐릭이 아군 전체의 행동 속도를 (특대) 증가시키는 필드를 전개한다."
"154","74004402","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"155","74004403","limit_time","전투 시간 제한","전투 시간이 75초가 된다."
"156","74004403","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"157","74004404","limit_time","전투 시간 제한","전투 시간이 75초가 된다."
"158","74004404","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"159","74004404","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"160","74004405","limit_time","전투 시간 제한","전투 시간이 60초가 된다."
"161","74004405","limit_chara_num","편성 캐릭터 수 제한","편성 가능 캐릭터 수가 4명이 된다."
"162","74004405","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"163","74004502","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"164","74004503","boss_ub_enhance","보스 UB・스킬 강화","보스 몬스터의 유니온 버스트와 스킬이 강화된다."
"165","74004503","boss_tp_down_cut","보스 TP 감소 컷","전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다."
"166","74004503","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"167","74004504","add_shadow","몬스터 1마리 추가","루나 포드가 추가된다."
"168","74004504","boss_tp_down_cut","보스 TP 감소 컷","전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다."
"169","74004504","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
"170","74004505","add_shadow","섀도우 1명 추가","아야네의 섀도우가 추가된다."
"171","74004505","boss_tp_down_cut","보스 TP 감소 컷","전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다."
"172","74004505","max_hp_down","캐릭터 최대 HP 감소","파티 캐릭터의 최대 HP가 20% 감소한다."
