9089fc93ded0d60ef5a6a8654c3ecdbe4fef974e4ce56210cd6e2d75a78de390,b497a1391c4250ff7f9db5285e577e42280839178af322638562130dc72460bb,e50b1c36304e0b75ccbae7aa58758023e1babf288006b4ebcd3e9e8e5560d21f,679544a12e223a47ef891c084432605d0fcec9abbcd54475a5ac5f7366eb6dfc,f21f1bfdceac56baead9cc6104db06341be357f5ac85fac29f35fbca103a548b,3b860de964ab698ecf6dd28a595fbf65930e657a427dc93c2b7e33a0559afae4,3334cdf81ef9bb356cf1983071688e3ce15e976678134130901346e7705a3236,6b338105e9f0eaa5507a904ee8cdcd1b7fe8e6a469f3cdadfee58c9ce7ad999a,7189e42775768544bad53395bafcd83b8a497def2d7d54d8d9a49a797156151b,4c7baa4b7eec0bd73e94690e342d78a44408b734eadca1982f103d07d12cc048,f0882b3243ad862c4455c96f023fe3d4c7b567fa1bbc341d408d7dc66ac95b97,e62d2fc387c64bec28b34d2983a81a9b1dd27164e4216f1c8fa16f7bc38b4d66
"1011612505","10116125","5","1","1","258","450","1.255","0","0","0","0"
"1011612506","10116125","6","4","0","0","0","0","0","0","1","1.255"
"1011612507","10116125","7","1","2","0","180","1.63","0","0","0","0"
"1011612508","10116125","8","4","0","0","0","0","0","0","1","2.759"
"1011612509","10116125","9","2","0","0","0","0","vo_won","vo_won_10116125_02","0","0"
"1011612510","10116125","10","1","2","180","249","0.753","0","0","0","0"
"1011612511","10116125","11","4","0","0","0","0","0","0","1","1.229"
"1011612512","10116125","12","1","2","249","450","1.255","0","0","0","0"
"1011612513","10116125","13","4","0","0","0","0","0","0","1","1.255"
"1011612514","10116125","14","1","3","0","320","2.138","0","0","0","0"
"1011612515","10116125","15","4","0","0","0","0","0","0","1","2.985"
"1011612516","10116125","16","1","3","320","430","0.501","0","0","0","0"
"1011612517","10116125","17","4","0","0","0","0","0","0","1","0.501"
"1011612518","10116125","18","1","4","0","211","1.807","0","0","0","0"
"1011612519","10116125","19","4","0","0","0","0","0","0","1","2.584"
"1011612520","10116125","20","1","4","211","254","0.703","0","0","0","0"
"1011612521","10116125","21","4","0","0","0","0","0","0","1","1.405"
"1011612522","10116125","22","1","4","254","456","1.153","0","0","0","0"
"1011612523","10116125","23","4","0","0","0","0","0","0","1","1.753"
"1011612524","10116125","24","1","5","0","300","2.233","0","0","0","0"
"1011612525","10116125","25","4","0","0","0","0","0","0","1","3.38"
"1011612526","10116125","26","1","5","300","450","0.1","0","0","0","0"
"1011612527","10116125","27","4","0","0","0","0","0","0","1","0.1"
"1011612528","10116125","28","2","0","0","0","0","vo_won","vo_won_10116125_03","0","0"
"1011612529","10116125","29","1","6","0","236","2.307","0","0","0","0"
"1011612530","10116125","30","4","0","0","0","0","0","0","1","2.859"
"1011612531","10116125","31","1","6","236","450","1.405","0","0","0","0"
"1011612532","10116125","32","4","0","0","0","0","0","0","1","1.832"
"1011612533","10116125","33","1","7","0","400","3.426","0","0","0","0"
"1011612534","10116125","34","4","0","0","0","0","0","0","1","3.912"
"1011612535","10116125","35","2","0","0","0","0","vo_won","vo_won_10116125_04","0","0"
"1011612536","10116125","36","1","8","0","399","3","0","0","0","0"
"1011612537","10116125","37","4","0","0","0","0","0","0","1","3.311"
"1011612538","10116125","38","1","8","399","450","0.979","0","0","0","0"
"1011612539","10116125","39","4","0","0","0","0","0","0","1","1.394"
"1011612540","10116125","40","1","9","0","450","3.346","0","0","0","0"
"1011612541","10116125","41","4","0","0","0","0","0","0","1","3.346"
"1011612542","10116125","42","1","10","0","190","0.828","0","0","0","0"
"1011612543","10116125","43","4","0","0","0","0","0","0","1","2.361"
"1011612544","10116125","44","2","0","0","0","0","vo_won","vo_won_10116125_05","0","0"
"1011612545","10116125","45","1","11","0","457","3.221","0","0","0","0"
"1011612546","10116125","46","4","0","0","0","0","0","0","1","3.999"
"1011612547","10116125","47","1","12","0","53","0.727","0","0","0","0"
"1011612548","10116125","48","4","0","0","0","0","0","0","1","1.405"
"1011612549","10116125","49","1","12","53","430","2.085","0","0","0","0"
"1011612550","10116125","50","4","0","0","0","0","0","0","1","3.523"
"1011612551","10116125","51","2","0","0","0","0","vo_won","vo_won_10116125_06","0","0"
"1011612552","10116125","52","1","13","0","67","0.62","0","0","0","0"
"1011612553","10116125","53","4","0","0","0","0","0","0","1","1.355"
"1011612554","10116125","54","1","13","67","440","2.483","0","0","0","0"
"1011612555","10116125","55","4","0","0","0","0","0","0","1","3.03"
"1011612556","10116125","56","1","14","0","220","1.284","0","0","0","0"
"1011613501","10116135","1","4","0","0","0","0","0","0","1","0.8"
"1011613502","10116135","2","2","0","0","0","0","vo_won","vo_won_10116135_01","0","0"
"1011613503","10116135","3","1","1","0","239","2.046","0","0","0","0"
"1011613504","10116135","4","4","0","0","0","0","0","0","1","2.601"
"1011613505","10116135","5","1","1","239","450","1.646","0","0","0","0"
"1011613506","10116135","6","4","0","0","0","0","0","0","1","2.101"
"1011613507","10116135","7","1","2","0","410","2.992","0","0","0","0"
"1011613508","10116135","8","4","0","0","0","0","0","0","1","4.249"
"1011613509","10116135","9","2","0","0","0","0","vo_won","vo_won_10116135_02","0","0"
"1011613510","10116135","10","1","3","0","87","0.865","0","0","0","0"
"1011613511","10116135","11","4","0","0","0","0","0","0","1","1.349"
"1011613512","10116135","12","1","3","87","450","2.925","0","0","0","0"
"1011613513","10116135","13","4","0","0","0","0","0","0","1","2.925"
"1011613514","10116135","14","1","4","0","66","0.64","0","0","0","0"
"1011613515","10116135","15","4","0","0","0","0","0","0","1","1.089"
"1011613516","10116135","16","1","4","66","289","1.967","0","0","0","0"
"1011613517","10116135","17","4","0","0","0","0","0","0","1","3.198"
"1011613518","10116135","18","2","0","0","0","0","vo_won","vo_won_10116135_03","0","0"
"1011613519","10116135","19","1","4","289","450","1.26","0","0","0","0"
"1011613520","10116135","20","4","0","0","0","0","0","0","1","1.26"
"1011613521","10116135","21","1","5","0","191","1.394","0","0","0","0"
"1011613522","10116135","22","4","0","0","0","0","0","0","1","2.162"
"1011613523","10116135","23","1","5","191","450","2.355","0","0","0","0"
"1011613524","10116135","24","4","0","0","0","0","0","0","1","2.355"
"1011613525","10116135","25","1","6","0","279","2.646","0","0","0","0"
"1011613526","10116135","26","4","0","0","0","0","0","0","1","4.005"
"1011613527","10116135","27","2","0","0","0","0","vo_won","vo_won_10116135_04","0","0"
"1011613528","10116135","28","1","6","279","450","1.54","0","0","0","0"
"1011613529","10116135","29","4","0","0","0","0","0","0","1","2.182"
"1011613530","10116135","30","1","7","0","260","2.931","0","0","0","0"
"1011613531","10116135","31","4","0","0","0","0","0","0","1","4.229"
"1011613532","10116135","32","2","0","0","0","0","vo_won","vo_won_10116135_05","0","0"
"1011613533","10116135","33","1","7","260","450","0.876","0","0","0","0"
"1011613534","10116135","34","4","0","0","0","0","0","0","1","1.994"
"1011613535","10116135","35","2","0","0","0","0","vo_won","vo_won_10116135_06","0","0"
"1011613536","10116135","36","1","8","0","330","3.336","0","0","0","0"
"1011613537","10116135","37","4","0","0","0","0","0","0","1","3.882"
"1011613538","10116135","38","1","8","330","450","0.936","0","0","0","0"
"1011613539","10116135","39","4","0","0","0","0","0","0","1","0.936"
"1011613540","10116135","40","1","9","0","450","5.02399999999999","0","0","0","0"
"1011613541","10116135","41","4","0","0","0","0","0","0","1","5.214"
"1011613542","10116135","42","2","0","0","0","0","vo_won","vo_won_10116135_07","0","0"
"1011613543","10116135","43","1","10","0","87","0.536","0","0","0","0"
"1011613544","10116135","44","4","0","0","0","0","0","0","1","0.952"
"1011613545","10116135","45","1","10","87","318","1.989","0","0","0","0"
"1011613546","10116135","46","4","0","0","0","0","0","0","1","3.059"
"1011613547","10116135","47","2","0","0","0","0","vo_won","vo_won_10116135_08","0","0"
"1011613548","10116135","48","1","10","318","450","1.83600000000001","0","0","0","0"
"1011613549","10116135","49","4","0","0","0","0","0","0","1","1.83600000000001"
"1011613550","10116135","50","1","11","0","253","2.392","0","0","0","0"
"1011613551","10116135","51","4","0","0","0","0","0","0","1","3.659"
"1011613552","10116135","52","2","0","0","0","0","vo_won","vo_won_10116135_09","0","0"
"1011613553","10116135","53","1","11","253","389","0.982","0","0","0","0"
"1011613554","10116135","54","4","0","0","0","0","0","0","1","0.982"
"1011613555","10116135","55","1","11","386","450","0","0","0","0","0"
"1011613556","10116135","56","4","0","0","0","0","0","0","1","0"
"1011613557","10116135","57","1","12","0","166","2.208","0","0","0","0"
"1011613558","10116135","58","4","0","0","0","0","0","0","1","3.355"
"1011613559","10116135","59","2","0","0","0","0","vo_won","vo_won_10116135_10","0","0"
"1011613560","10116135","60","1","12","166","450","1.939","0","0","0","0"
"1011613561","10116135","61","4","0","0","0","0","0","0","1","1.939"
"1011613562","10116135","62","1","13","0","109","1.895","0","0","0","0"
"1011613563","10116135","63","4","0","0","0","0","0","0","1","3.56"
"1011613564","10116135","64","2","0","0","0","0","vo_won","vo_won_10116135_11","0","0"
"1011613565","10116135","65","1","13","109","450","2.126","0","0","0","0"
"1011613566","10116135","66","4","0","0","0","0","0","0","1","2.952"
"1011613567","10116135","67","2","0","0","0","0","vo_won","vo_won_10116135_12","0","0"
"1011613568","10116135","68","1","14","0","137","1.196","0","0","0","0"
"1011613569","10116135","69","4","0","0","0","0","0","0","1","1.679"
"1011613570","10116135","70","1","14","137","450","2.542","0","0","0","0"
"1011621501","10116215","1","4","0","0","0","0","0","0","1","0.8"
"1011621502","10116215","2","1","1","0","47","0.388","0","0","0","0"
"1011621503","10116215","3","4","0","0","0","0","0","0","1","0.388"
"1011621504","10116215","4","2","0","0","0","0","vo_won","vo_won_10116215_01","0","0"
"1011621505","10116215","5","1","1","47","320","2.36","0","0","0","0"
"1011621506","10116215","6","4","0","0","0","0","0","0","1","3.141"
"1011621507","10116215","7","2","0","0","0","0","vo_won","vo_won_10116215_02","0","0"
"1011621508","10116215","8","1","2","0","179","1.385","0","0","0","0"
"1011621509","10116215","9","4","0","0","0","0","0","0","1","1.9"
"1011621510","10116215","10","1","2","179","450","1.933","0","0","0","0"
"1011621511","10116215","11","4","0","0","0","0","0","0","1","1.933"
"1011621512","10116215","12","1","3","0","123","1.385","0","0","0","0"
"1011621513","10116215","13","4","0","0","0","0","0","0","1","1.9"
"1011621514","10116215","14","2","0","0","0","0","vo_won","vo_won_10116215_03","0","0"
"1011621515","10116215","15","1","3","123","440","2.347","0","0","0","0"
"1011621516","10116215","16","4","0","0","0","0","0","0","1","2.347"
"1011621517","10116215","17","1","4","0","207","1.01","0","0","0","0"
"1011621518","10116215","18","4","0","0","0","0","0","0","1","1.545"
"1011621519","10116215","19","1","4","207","440","1.84","0","0","0","0"
"1011621520","10116215","20","4","0","0","0","0","0","0","1","2.212"
"1011621521","10116215","21","1","5","0","440","3.916","0","0","0","0"
"1011621522","10116215","22","4","0","0","0","0","0","0","1","4.146"
"1011621523","10116215","23","2","0","0","0","0","vo_won","vo_won_10116215_04","0","0"
"1011621524","10116215","24","1","6","0","156","1.386","0","0","0","0"
"1011621525","10116215","25","4","0","0","0","0","0","0","1","1.878"
"1011621526","10116215","26","1","6","156","440","1.523","0","0","0","0"
"1011621527","10116215","27","4","0","0","0","0","0","0","1","1.523"
"1011621528","10116215","28","1","7","0","190","1.493","0","0","0","0"
"1011621529","10116215","29","4","0","0","0","0","0","0","1","2.416"
"1011621530","10116215","30","2","0","0","0","0","vo_won","vo_won_10116215_05","0","0"
"1011621531","10116215","31","1","8","0","66","0.341","0","0","0","0"
"1011621532","10116215","32","4","0","0","0","0","0","0","1","0.921"
"1011621533","10116215","33","1","8","66","450","3.701","0","0","0","0"
"1011621534","10116215","34","4","0","0","0","0","0","0","1","4.45"
"1011621535","10116215","35","2","0","0","0","0","vo_won","vo_won_10116215_06","0","0"
"1011621536","10116215","36","1","9","0","69","0.447","0","0","0","0"
"1011621537","10116215","37","4","0","0","0","0","0","0","1","1.219"
"1011621538","10116215","38","1","9","69","410","3.295","0","0","0","0"
"1011621539","10116215","39","4","0","0","0","0","0","0","1","3.769"
"1011621540","10116215","40","1","10","0","430","3.474","0","0","0","0"
"1011621541","10116215","41","4","0","0","0","0","0","0","1","4.818"
"1011621542","10116215","42","2","0","0","0","0","vo_won","vo_won_10116215_07","0","0"
"1011621543","10116215","43","1","11","0","450","2.628","0","0","0","0"
"1011621544","10116215","44","4","0","0","0","0","0","0","1","3.159"
"1011621545","10116215","45","1","12","0","390","2.454","0","0","0","0"
"1011621546","10116215","46","4","0","0","0","0","0","0","1","3.582"
"1011621547","10116215","47","2","0","0","0","0","vo_won","vo_won_10116215_08","0","0"
"1011621548","10116215","48","1","13","0","410","2.514","0","0","0","0"
"1011621549","10116215","49","4","0","0","0","0","0","0","1","3.089"
"1011621550","10116215","50","1","14","0","158","2.104","0","0","0","0"
"1011621551","10116215","51","4","0","0","0","0","0","0","1","2.494"
"1011621552","10116215","52","2","0","0","0","0","vo_won","vo_won_10116215_09","0","0"
"1011621553","10116215","53","1","14","158","430","0.799","0","0","0","0"
"1011622501","10116225","1","4","0","0","0","0","0","0","1","0.8"
"1011622502","10116225","2","2","0","0","0","0","vo_won","vo_won_10116225_01","0","0"
"1011622503","10116225","3","1","1","0","430","3.617","0","0","0","0"
"1011622504","10116225","4","4","0","0","0","0","0","0","1","3.913"
"1011622505","10116225","5","1","2","0","244","2.134","0","0","0","0"
"1011622506","10116225","6","4","0","0","0","0","0","0","1","2.83"
"1011622507","10116225","7","1","2","244","450","1.272","0","0","0","0"
"1011622508","10116225","8","4","0","0","0","0","0","0","1","1.697"
"1011622509","10116225","9","1","3","0","400","2.973","0","0","0","0"
"1011622510","10116225","10","4","0","0","0","0","0","0","1","4.106"
"1011622511","10116225","11","2","0","0","0","0","vo_won","vo_won_10116225_02","0","0"
"1011622512","10116225","12","1","4","0","430","3.799","0","0","0","0"
"1011622513","10116225","13","4","0","0","0","0","0","0","1","4.289"
"1011622514","10116225","14","1","5","0","370","3.627","0","0","0","0"
"1011622515","10116225","15","4","0","0","0","0","0","0","1","4.096"
"1011622516","10116225","16","1","6","0","420","3.979","0","0","0","0"
"1011622517","10116225","17","4","0","0","0","0","0","0","1","4.213"
"1011622518","10116225","18","1","7","0","450","4.625","0","0","0","0"
"1011622519","10116225","19","4","0","0","0","0","0","0","1","5.113"
"1011622520","10116225","20","1","8","0","138","2.089","0","0","0","0"
"1011622521","10116225","21","4","0","0","0","0","0","0","1","2.693"
"1011622522","10116225","22","2","0","0","0","0","vo_won","vo_won_10116225_03","0","0"
"1011622523","10116225","23","1","9","0","450","4.285","0","0","0","0"
"1011622524","10116225","24","4","0","0","0","0","0","0","1","4.285"
"1011622525","10116225","25","1","10","0","230","1.638","0","0","0","0"
"1011622526","10116225","26","4","0","0","0","0","0","0","1","2.675"
"1011622527","10116225","27","2","0","0","0","0","vo_won","vo_won_10116225_04","0","0"
"1011622528","10116225","28","1","11","0","224","2.181","0","0","0","0"
"1011622529","10116225","29","4","0","0","0","0","0","0","1","2.757"
"1011622530","10116225","30","1","11","224","410","1.688","0","0","0","0"
"1011622531","10116225","31","4","0","0","0","0","0","0","1","2.004"
"1011622532","10116225","32","1","12","0","450","4.031","0","0","0","0"
"1011622533","10116225","33","4","0","0","0","0","0","0","1","5.331"
"1011622534","10116225","34","2","0","0","0","0","vo_won","vo_won_10116225_05","0","0"
"1011622535","10116225","35","1","13","0","335","2.489","0","0","0","0"
"1011622536","10116225","36","4","0","0","0","0","0","0","1","2.935"
"1011622537","10116225","37","1","14","0","272","1.9","0","0","0","0"
"1011622538","10116225","38","4","0","0","0","0","0","0","1","2.389"
"1011622539","10116225","39","1","14","272","430","1.731","0","0","0","0"
"1011623501","10116235","1","4","0","0","0","0","0","0","1","0.8"
"1011623502","10116235","2","2","0","0","0","0","vo_won","vo_won_10116235_01","0","0"
"1011623503","10116235","3","1","1","0","450","3.959","0","0","0","0"
"1011623504","10116235","4","4","0","0","0","0","0","0","1","4.004"
"1011623505","10116235","5","1","2","0","450","3.661","0","0","0","0"
"1011623506","10116235","6","4","0","0","0","0","0","0","1","4.388"
"1011623507","10116235","7","1","3","0","450","4.078","0","0","0","0"
"1011623508","10116235","8","4","0","0","0","0","0","0","1","4.692"
"1011623509","10116235","9","1","4","0","450","3.755","0","0","0","0"
"1011623510","10116235","10","4","0","0","0","0","0","0","1","4.655"
"1011623511","10116235","11","2","0","0","0","0","vo_won","vo_won_10116235_02","0","0"
"1011623512","10116235","12","1","5","0","385","2.508","0","0","0","0"
"1011623513","10116235","13","4","0","0","0","0","0","0","1","3.108"
"1011623514","10116235","14","1","6","0","331","3.822","0","0","0","0"
"1011623515","10116235","15","4","0","0","0","0","0","0","1","4.122"
"1011623516","10116235","16","1","6","331","430","1.22","0","0","0","0"
"1011623517","10116235","17","4","0","0","0","0","0","0","1","1.22"
"1011623518","10116235","18","1","7","0","450","4.483","0","0","0","0"
"1011623519","10116235","19","4","0","0","0","0","0","0","1","4.483"
"1011623520","10116235","20","1","8","0","129","0.916","0","0","0","0"
"1011623521","10116235","21","4","0","0","0","0","0","0","1","1.779"
"1011623522","10116235","22","1","8","129","450","3.202","0","0","0","0"
"1011623523","10116235","23","4","0","0","0","0","0","0","1","3.202"
"1011623524","10116235","24","1","9","0","440","3.61","0","0","0","0"
"1011623525","10116235","25","4","0","0","0","0","0","0","1","3.61"
"1011623526","10116235","26","2","0","0","0","0","vo_won","vo_won_10116235_03","0","0"
"1011623527","10116235","27","1","10","0","380","3.269","0","0","0","0"
"1011623528","10116235","28","4","0","0","0","0","0","0","1","4.469"
"1011623529","10116235","29","1","11","0","383","2.874","0","0","0","0"
"1011623530","10116235","30","4","0","0","0","0","0","0","1","2.874"
"1011623531","10116235","31","1","12","0","380","3.522","0","0","0","0"
"1011623532","10116235","32","4","0","0","0","0","0","0","1","4.483"
"1011623533","10116235","33","1","13","0","440","2.691","0","0","0","0"
"1011623534","10116235","34","4","0","0","0","0","0","0","1","2.828"
"1011623535","10116235","35","1","14","0","300","1.702","0","0","0","0"
