b8180fdd4f73965597cc5f0679d3650a6b8dd6b7c040ceb59565faec3377c585,6af349897696e5d70cd28e8656a0dcf2e36621a435aa84a166b272df6b5b4da1,7121a980e84730f8c43956f88ec10904bbfe692d0c0a7cad88d31ee97f3d6afd,1bb29b4c751b76ad22df18516fc7eb9d191fb71f0da6f454ab70f416733d5126,4b8ac6ed538c05dae0dcda97e08bb046a52bfa964f0f2c27dfcb6d7a006c2161,076efdefd00b11fe9eecda7fef2617e66b27bf8d06d86e5fc0f7c6f5baa2a9fd,16b5a9b0afb58ddf81d1f2a2c9e317af4922ec7ca987c97c1d87f317b5dca457,82cdc7d9c120949a408bfab0c7773f19875b20a5897968865a34284c4401577a,9abd8d1c0b26c29583e9eb011d9e188cc3cee71ee8dd483afb435e7f8f13d1a0,1d141ab1a906bb9b055ded3a0f59544c37acf288cce8ee9144a6baa61ce84d5d,f726cd89b82161e2b602f24ae41b4118e2fc28b30fe128a404545f579c158030,79608d20db44b28d5e0324bc03aeee84b72c4765fcd97d83fa6cd91c564cb73a,a20b0b191373f28a86cb1bd039cfc57991003440c768e841ea60126904effc55,78ab24c29540ee4e445e81818f2c735a5c55411d1d27a8f05477850e8f44132f,2e0cec4323a1d1810c1d3623ef63bd1a230d6007a1ee528af24246043cc6a3ec,6c7431b3cafa644427a8ea4bceb731317d5950c085f393de5068489ff02d169d
"1004014","100461","1","2","1","0","1","오빠랑 미소기가 함께면\n어떤 마물도 순식간에\n해치울 수 있겠지!\n에헤헤~♪","0","0","0","0","0","0","0","0"
"1004015","100461","1","3","1","0","1","오빠랑 같이 있으면\n자꾸만 힘이 솟아올라!\n이 힘으로 오빠한테\n엄청난 장난을 쳐야지♪","0","0","0","0","0","0","0","0"
"1004016","100461","1","4","1","0","1","끝없이 새로운 장난이\n떠올라!\n아~ 빨리 오빠한테 전부\n시험해 보고 싶다~!","0","0","0","0","0","0","0","0"
"1004017","100461","1","5","1","0","1","오빠도\n미소기의 장난에서\n도망칠 수 없어!\n각오해♪","0","0","0","0","0","0","0","0"
"1005001","100501","1","1","1","4.6","2","당신이 곤란할 때는 꼭\n저를 불러주면 좋겠슴다!\n견습이지만\n마음은 히어로임다!","0","0","0","0","0","0","0","0"
"1005002","100501","1","2","1","3.2","2","함께 악의 조직을 퇴치하러\n가는 검다! 미숙하지만\n둘이 가면 제 몫을 할 검다!","0","0","0","0","0","0","0","0"
"1005003","100501","1","3","1","8.8","4","아빠랑 엄마가 계속\n귀여운 옷을 입히려고 함다\n리본이라던지 레이스라던지… 하지만\n저는 장식이 적은 옷이 좋슴다","0","0","0","0","0","0","0","0"
"1005004","100501","1","4","1","4.6","5","가끔은 둘이서\n조용한 곳에 가고 싶슴다\n히어로에게도 휴식은\n필요하니까요!","0","0","0","0","0","0","0","0"
"1005005","100501","1","5","4","9.8","5","당신과 함께 더 많이\n놀고 싶슴다만… 지금보다 더\n친해져서, 만약 비밀이…\n아, 아니 그, 아무것도 아님다!","0","0","0","0","0","0","0","0"
"1005006","100531","1","1","1","0","1","피융~!\n악을 저지하려는 용기가 있는 한\n정의는 반드시 승리함다!","0","0","0","0","0","0","0","0"
"1005007","100531","1","2","1","0","1","우오오옷! 불타오른다~!\n진정한 슈퍼 히어로를 목표로\n돌격임다~!","0","0","0","0","0","0","0","0"
"1005008","100531","1","3","1","0","1","저, 세계평화를 위해서라면\n어떤 적에게도 지지 않슴다!\n히어로는 두말하지 않슴다!","0","0","0","0","0","0","0","0"
"1005009","100531","1","4","1","0","1","당신이 준 용기로\n최강 히어로로\n완벽 변신임다!","0","0","0","0","0","0","0","0"
"1005010","100531","1","5","1","0","1","당신과 함께라면 용기 100배\n아니, 100만 배임다!\n앞으로도 함께 힘내는 검다!","0","0","0","0","0","0","0","0"
"1005011","100501","2","6","1","5.3","2","엣, 오늘이 생일이라고요!?\n그럼 축하 선물로 비장의\n트라 타이거 굿즈를 주겠슴다!\n친해진 증표임다!","0","0","0","0","0","0","0","0"
"1005012","100531","2","6","1","0","1","생일 축하함다♪\n언제나 신세 지고 있는 당신께\n트라 타이거의 컵케이크를 주겠슴다!\n저, 처음으로 도전한 검다","0","0","0","0","0","0","0","0"
"1005013","100561","1","1","1","0","1","우리는 정의의 히어로임다!\n종족 따위 관계없이…\n모두를 지키기 위해 싸운다!\n기사단은 변했슴다!","0","0","0","0","0","0","0","0"
"1005014","100561","1","2","1","0","1","당신도 곤란한 일이 있으면\n사양 말고 우리에게 상담하는 검다\n언제든 힘이 되겠슴다\n그것이 히어로임다♪","0","0","0","0","0","0","0","0"
"1005015","100561","1","3","1","0","1","모두 힘을 합쳐서\n소중한 것을 지킨다…\n혼자서는 힘든 일도\n동료가 있으면 어떻게든 됨다!","0","0","0","0","0","0","0","0"
"1005016","100561","1","4","1","0","1","아무 거리낌 없이, 제가\n이렇게 일할 수 있는 건\n당신 덕분임다\n앞으로도 평생 함께하는 검다!","0","0","0","0","0","0","0","0"
"1005017","100561","1","5","1","0","1","제 활약을 지켜봐 주셨으면 함다.\n많은 사람에게 신세를 졌슴다만,\n가장 괴로울 때, 당신은\n곁에 있어 준 사람임다…♪","0","0","0","0","0","0","0","0"
"1006001","100601","1","1","5","3.5","2","오빠\n이따가 색소폰 연습\n도와주실 수 있나요?","0","0","0","0","0","0","0","0"
"1006002","100601","1","2","4","5","5","하아, 하아…\n더는 연습 못하겠어요…\n오빠 너무 열심히에요… ","0","0","0","0","0","0","0","0"
"1006003","100601","1","3","6","3","4","응? 더 한다구… ?\n오늘은 너무 지쳤는데…\n더는 못해요 오빠… ","0","0","0","0","0","0","0","0"
"1006004","100601","1","4","5","5.5","2","오빠는 언제나 항상 열심히라\n저… 맨날 두근거려요 ","0","0","0","0","0","0","0","0"
"1006005","100601","1","5","3","4.5","4","있지, 오빠는\n나랑 언니 중에 어느 쪽이…\n아, 아무것도 아니에요 ","0","0","0","0","0","0","0","0"
"1006006","100631","1","1","1","0","1","후후, 봐요 오빠!\n재즈 리듬에 맞춰\n아카리식 폴 댄스에요!","0","0","0","0","0","0","0","0"
"1006007","100631","1","2","1","0","1","오빠, 그렇게나\n아카리가 춤추는 걸 보고 싶어요… ?\n그, 그럼 부끄럽지만\n갑니다! 아카리 대 풍차-! ","0","0","0","0","0","0","0","0"
"1006008","100631","1","3","1","0","1","하아, 하아… 더는, 안 대애…\n오빠가 잘한다고\n칭찬해 주니까, 나도 모르게\n들떠서 너무 돌아버렸네♪","0","0","0","0","0","0","0","0"
"1006009","100631","1","4","1","0","1","누, 눈이 빙글빙글해요~\n오빠, 꼬옥~ 해주세요♪\n아카리를 힘들게 했으니까…\n책임져달라구요! ","0","0","0","0","0","0","0","0"
"1006010","100631","1","5","1","0","1","아카리의 이런 모습 아무한테나\n보여주진 않는다구요?\n오빠는 특별하니까\n아카리의 다양한 면을 알아줬으면 해요","0","0","0","0","0","0","0","0"
"1006011","100601","2","6","1","5.9","5","아! 오빠도 참\n또 커져 버렸네요\n어쩐지 아카리\n두근두근 설레요~♪","0","0","0","0","0","0","0","0"
"1006012","100631","2","6","1","0","1","오빠, 생일이죠\n축하해요!\n아카리랑 같이\n어른의 계단을 올라가요♪","0","0","0","0","0","0","0","0"
"1006013","100661","1","1","1","0","1","느껴져요, 오빠의 힘…\n아아, 두근거림이 멈추지 않아요!\n지금의 아카리라면 분명\n뭐든지 해낼 수 있을 거예요♪","0","0","0","0","0","0","0","0"
"1006014","100661","1","2","1","0","1","오빠 덕분에 아카리는\n마법도 능숙해졌어요!\n귀엽고 강한, 최고의\n아카리가 된 거예요♪","0","0","0","0","0","0","0","0"
"1006015","100661","1","3","1","0","1","지켜봐 주세요, 오빠!\n함께 특훈해온 성과를\n보여드릴게요♪","0","0","0","0","0","0","0","0"
"1006016","100661","1","4","1","0","1","오빠, 오늘도 아카리는\n귀여운가요?\n참, 부끄러워하지 말고\n귀엽다고 칭찬해 주세요~","0","0","0","0","0","0","0","0"
"1006017","100661","1","5","1","0","1","오빠와 특훈하면 언제나\n『처음』인 것투성이라서 즐거워요!\n앞으로도 둘이서 『처음』을\n많이 체험해 봐요♪","0","0","0","0","0","0","0","0"
"1007001","100701","1","1","1","4.5","2","하나에 푸딩, 둘에 푸딩\n셋, 넷에도 푸딩이고\n다섯에도 역시 푸딩인 거야~!","0","0","0","0","0","0","0","0"
"1007002","100701","1","2","1","6","2","하늘을 나는 걸 좋아하는 거야~\n장난치는 것도 좋아하는 거야~\n근데 푸딩은 더 좋은 거야~","0","0","0","0","0","0","0","0"
"1007003","100701","1","3","7","5","6","마물한테 쫓겨서 죽는 줄 안 거야~\n… 앗, 잘 생각해보니\n이미 죽은 거야!","0","0","0","0","0","0","0","0"
"1007004","100701","1","4","5","7","6","미야코는 유령인 거야~\n그러니까 네가 죽어도\n영원히 함께인 거야~♪\n응? 안 기쁜 거야?","0","0","0","0","0","0","0","0"
"1007005","100701","1","5","2","3","5","오늘은 같이 외출인 거야~\n그러니까 오늘은 계속\n너한테 붙어 다니는 거야~","0","0","0","0","0","0","0","0"
"1007006","100731","1","1","1","0","1","더더더, 더 많이\n잔뜩 푸딩을 사 오는 거야!\n안 그러면 미야코\n성불해버릴지도 모르는 거야!","0","0","0","0","0","0","0","0"
"1007007","100731","1","2","1","0","1","미야코의 푸딩은\n절대로 안 주는 거야~!\n만약에 한 입이라도 훔쳐 먹으면\n잘 때마다 꿈속에서 괴롭혀 줄 거야!","0","0","0","0","0","0","0","0"
"1007008","100731","1","3","1","0","1","유령은 사람을 두려움에\n떨게 하는 존재인 거야~\n너도 더 무서워하는 거야~!","0","0","0","0","0","0","0","0"
"1007009","100731","1","4","1","0","1","윽! 넌 미야코랑 푸딩\n뭐가 더 소중한 거야?!\n… 둘 다 소중하다구?\n그럼 된 거야~","0","0","0","0","0","0","0","0"
"1007010","100731","1","5","1","0","1","미야코만 유령이라니 치사한 거야!\n너도 죽어서 유령이 되라는 거야!\n그럼 둘이서 계속\n같이 있을 수 있는 거야~","0","0","0","0","0","0","0","0"
"1007011","100701","2","6","1","5.8","2","미야코는 죽었지만, 생일\n축하는 중요한 거야!!\n그러니까 빨리 생일 푸딩\n파티를 시작하는 거야~♪","0","0","0","0","0","0","0","0"
"1007012","100731","2","6","1","0","1","축하하는 거야! 생일은\n친한 사람과 맛있는 걸 먹는\n날이니까 오늘은 미야코랑 같이\n푸딩 케이크를 먹는 거야~♪","0","0","0","0","0","0","0","0"
"1007013","100761","1","1","1","0","1","훗훗후……\n재미있는 짓을 하는 녀석들인 거야\n그러니까 답례로, 더욱더~욱\n재미있는 짓을 해 주는 거야…!","0","0","0","0","0","0","0","0"
"1007014","100761","1","2","1","0","1","저승 선물로\n너희를 푸딩으로 만들어버리는 거야\n푸딩은 선물로\n안성맞춤인 거야!","0","0","0","0","0","0","0","0"
"1007015","100761","1","3","1","0","1","네 원한은 미야코가 푸는 거야\n그래서 스푼이 두 개인 거야\n두 사람 몫의 원한,\n미야코가 깨닫게 해 주는 거야~!","0","0","0","0","0","0","0","0"
"1007016","100761","1","4","1","0","1","미야코의 것은 미야코의 것인 거야\n미야코가 갖고 싶다고 생각했으니까\n너는 이미 미야코의 것인 거야!\n상식인 거야!","0","0","0","0","0","0","0","0"
"1007017","100761","1","5","1","0","1","네가 유령이어도\n유령이 아니어도 상관없는 거야\n네가 너라면\n미야코는 그걸로 된 거야!","0","0","0","0","0","0","0","0"
"1008001","100801","1","1","1","7","2","아, 마침 잘 왔어!\n더 귀엽게 보이는 각도를\n좀 전에 발견했거든!\n너도 봐봐!","0","0","0","0","0","0","0","0"
"1008002","100801","1","2","5","6.5","2","나의 이 아름다움…\n언젠가 「걸어 다니는 관광명소」라고\n불리지 않을까?\n가이드북을 만들어야 해!","0","0","0","0","0","0","0","0"
"1008003","100801","1","3","6","7","1","앗, 너! 나이스 타이밍!\n내 아름다움이 멈출 줄을 몰라\n멈춰줘! 아니, 멈추지 마!","0","0","0","0","0","0","0","0"
"1008004","100801","1","4","5","4.5","2","이렇게 귀여운 나랑\n함께 있을 수 있을 수 있단 걸 기뻐해야 해?\n넌 세상에서 제일 행복한 사람이야♪","0","0","0","0","0","0","0","0"
"1008005","100801","1","5","5","4","2","난 너랑 있고 싶으니까\n여기에 있는 거야\n날 돋보이게 하는 역할은\n아니니까 안심해!","0","0","0","0","0","0","0","0"
"1008006","100831","1","1","1","0","1","어떤 보석과 보물도…\n내 아름다움과 광채를\n이길 수 없어…\n아, 죄 많은 나♪","0","0","0","0","0","0","0","0"
"1008007","100831","1","2","1","0","1","아아, 난 정말 아름다워♪\n나의 아름다움을 표현하려면…\n아니, 말로는 표현할 수 없어!","0","0","0","0","0","0","0","0"
"1008008","100831","1","3","1","0","1","나처럼 아름답지 않다고\n부끄러워할 필요는 없어\n그야 새삼 말할 필요도 없이\n당연한 거잖아, 그런 거♪","0","0","0","0","0","0","0","0"
"1008009","100831","1","4","1","0","1","어떤 보석보다도\n가치 있는 나를…\n언젠가 네게 선물할게\n라고 말하면 넌 기뻐할까?","0","0","0","0","0","0","0","0"
"1008010","100831","1","5","1","0","1","이 내가 여기 있다는 귀중함…\n너와 함께 만들어가는 설렘…\n세상은 희망으로 가득 차 있구나","0","0","0","0","0","0","0","0"
"1008011","100801","2","6","1","9.9","2","생일 축하해♪\n오늘의 넌 빛이 나는 것 같네\n예쁘고 아름답고 화려하고 웅장해\n분명 세계에서 2번째로 아름다워!","0","0","0","0","0","0","0","0"
"1008012","100831","2","6","1","0","1","생일 축하해♪\n오늘은 나의 아름다움을\n독점해도 좋아♪\n전부 수용할 수 있을까?","0","0","0","0","0","0","0","0"
"1008013","100861","1","1","1","0","1","내 아름다움은 이미 신비의 영역\n기적이나 마법에 가까워\n나와 같은 시대에 살고 있는 것을\n자랑스럽게 생각해♪","0","0","0","0","0","0","0","0"
"1008014","100861","1","2","1","0","1","웃는 얼굴도 우는 얼굴도, 화난 얼굴도\n최고로 귀여운 나♪\n저기, 너는 어떤 나를\n가장 좋아해?","0","0","0","0","0","0","0","0"
"1008015","100861","1","3","1","0","1","만일 아름다움이 죄가 된다면\n나는 세상에서 제일 죄인이\n되겠네! 아아, 나 자신의\n아름다움이 두려워…!","0","0","0","0","0","0","0","0"
"1008016","100861","1","4","1","0","1","여기까지 나를 따라올 수 있다니,\n너는 상상 이상이야\n그렇게나 내 옆이 좋아?\n그럼 앞으로도 있도록 해♪","0","0","0","0","0","0","0","0"
"1008017","100861","1","5","1","0","1","쉬지 않고 갱신하는 미의 최고 도달점\n그것을 계속 볼 권리를\n너에게 줄게! 후후, 이걸로\n이제 나에게서 떨어질 수 없겠네","0","0","0","0","0","0","0","0"
"1009001","100901","1","1","1","3.5","2","네놈도 빨리 전생의 기억을\n되찾아라! 나의 숙적이자 맹우\n섬광의 시구르드여!","0","0","0","0","0","0","0","0"
"1009002","100901","1","2","1","2.5","2","나의 진명을 기억하고 있는가?\n안네로제 폰 슈테히파름이다!","0","0","0","0","0","0","0","0"
"1009003","100901","1","3","4","5","3","큭… ! 마력을 봉인해둔\n「눈」이 쑤시는구나… !\n안약? 필요 없다!","0","0","0","0","0","0","0","0"
"1009004","100901","1","4","1","5.5","2","시구르드여, 현세에서도\n우리 맹우의 인연은 불멸하다!\n아~핫핫핫!","0","0","0","0","0","0","0","0"
"1009005","100901","1","5","1","5","5","우리 둘이 손을 잡고\n「기관」의 야망을 부숴버리자!\n그리고 도래할 그 날 전생처럼\n부, 부부의 맹세를","0","0","0","0","0","0","0","0"
"1009006","100931","1","1","1","0","1","그 눈에, 혼에 새겨라… !\n이것이야말로 나의 금단의\n최상 궁극 소멸 마법이다!","0","0","0","0","0","0","0","0"
