d7b383a51bf9ac283133a151907f848122bf8cb1d54e07fe7983e851ab6803a4,b3985c7debd8536d30ec24702adfd328b3a4ff9617d0480a44310d84b71c1ee8,2aba2699aaeff30948058e4f55654da9b44b5138536aaa081743cb9bca6a7315,0e2fb40029d02aaa435f164051ed64cd7f20e59d016dbf14f7d3296dd2326dcc,8ffb08dfe646d5718ac40e52346cddd25398fce7860f4dfa1e65d66a11c82284,bb171d8a106ec0e8b66df53097eacf8a9b6690c004b45569e0b5f842fbc1970e,c08484b0dbb079f17662932d054593023b9bc56a8ee4047691033eda9df194ce,277c6b5943b0b7460271bbd3a7dc11add90c49f08c7889f93110e65462aecf47
"100522","1","1005","434700000000","100522","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100523","1","1005","386400000000","100523","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100524","1","1005","338100000000","100524","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100525","1","1005","289800000000","100525","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100526","1","1005","225400000000","100526","36000","TP 150 증가","배틀 시작 시 아군의 TP가 150 증가"
"100527","1","1005","177100000000","100527","36000","무적 10초","배틀 시작부터 10초간 아군이 무적 상태가 된다"
"100528","1","1005","128800000000","100528","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100529","1","1005","64400000000","100529","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100530","1","1005","16100000000","100530","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100601","1","1006","2512300000000","100601","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100602","1","1006","2408700000000","100602","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100603","1","1006","2331000000000","100603","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100604","1","1006","2253300000000","100604","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100605","1","1006","2175600000000","100605","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100606","1","1006","2072000000000","100606","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100607","1","1006","1994300000000","100607","36000","매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복"
"100608","1","1006","1916600000000","100608","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100609","1","1006","1813000000000","100609","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100610","1","1006","1735300000000","100610","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100611","1","1006","1657600000000","100611","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100612","1","1006","1554000000000","100612","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100613","1","1006","1476300000000","100613","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100614","1","1006","1398600000000","100614","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100615","1","1006","1320900000000","100615","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100616","1","1006","1217300000000","100616","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100617","1","1006","1139600000000","100617","36000","매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복"
"100618","1","1006","1061900000000","100618","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100619","1","1006","958300000000","100619","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100620","1","1006","880600000000","100620","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100621","1","1006","802900000000","100621","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100622","1","1006","699300000000","100622","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100623","1","1006","621600000000","100623","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100624","1","1006","543900000000","100624","36000","매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복"
"100625","1","1006","466200000000","100625","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100626","1","1006","362600000000","100626","36000","TP 150 증가","배틀 시작 시 아군의 TP가 150 증가"
"100627","1","1006","284900000000","100627","36000","무적 10초","배틀 시작부터 10초간 아군이 무적 상태가 된다"
"100628","1","1006","207200000000","100628","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100629","1","1006","103600000000","100629","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100630","1","1006","25900000000","100630","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100701","1","1007","1561700000000","100701","36000","매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가"
"100702","1","1007","1497300000000","100702","36000","TP 50 증가","배틀 시작 시 아군의 TP가 50 증가"
"100703","1","1007","1449000000000","100703","36000","화상 데미지 10초","배틀 시작부터 10초간 적이 화상 상태가 된다"
"100704","1","1007","1400700000000","100704","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100705","1","1007","1352400000000","100705","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100706","1","1007","1288000000000","100706","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100707","1","1007","1239700000000","100707","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100708","1","1007","1191400000000","100708","36000","화상 데미지 10초","배틀 시작부터 10초간 적이 화상 상태가 된다"
"100709","1","1007","1127000000000","100709","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100710","1","1007","1078700000000","100710","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100711","1","1007","1030400000000","100711","36000","매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가"
"100712","1","1007","966000000000","100712","36000","화상 데미지 10초","배틀 시작부터 10초간 적이 화상 상태가 된다"
"100713","1","1007","917700000000","100713","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100714","1","1007","869400000000","100714","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100715","1","1007","821100000000","100715","36000","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가"
"100716","1","1007","756700000000","100716","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100717","1","1007","708400000000","100717","36000","TP 100 증가","배틀 시작 시 아군의 TP가 100 증가"
"100718","1","1007","660100000000","100718","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100719","1","1007","595700000000","100719","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100720","1","1007","547400000000","100720","36000","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가"
"100721","1","1007","499100000000","100721","36000","매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가"
"100722","1","1007","434700000000","100722","36000","TP 150 증가","배틀 시작 시 아군의 TP가 150 증가"
"100723","1","1007","386400000000","100723","36000","화상 데미지 10초","배틀 시작부터 10초간 적이 화상 상태가 된다"
"100724","1","1007","338100000000","100724","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100725","1","1007","289800000000","100725","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100726","1","1007","225400000000","100726","36000","TP 150 증가","배틀 시작 시 아군의 TP가 150 증가"
"100727","1","1007","177100000000","100727","36000","무적 10초","배틀 시작부터 10초간 아군이 무적 상태가 된다"
"100728","1","1007","128800000000","100728","36000","화상 데미지 10초","배틀 시작부터 10초간 적이 화상 상태가 된다"
"100729","1","1007","64400000000","100729","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100730","1","1007","16100000000","100730","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100801","1","1008","2512300000000","100801","36000","독 데미지 10초","배틀 시작부터 10초간 적이 독 상태가 된다"
"100802","1","1008","2408700000000","100802","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100803","1","1008","2331000000000","100803","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100804","1","1008","2253300000000","100804","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100805","1","1008","2175600000000","100805","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100806","1","1008","2072000000000","100806","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100807","1","1008","1994300000000","100807","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100808","1","1008","1916600000000","100808","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100809","1","1008","1813000000000","100809","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100810","1","1008","1735300000000","100810","36000","마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소"
"100811","1","1008","1657600000000","100811","36000","독 데미지 10초","배틀 시작부터 10초간 적이 독 상태가 된다"
"100812","1","1008","1554000000000","100812","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100813","1","1008","1476300000000","100813","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100814","1","1008","1398600000000","100814","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100815","1","1008","1320900000000","100815","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100816","1","1008","1217300000000","100816","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100817","1","1008","1139600000000","100817","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100818","1","1008","1061900000000","100818","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100819","1","1008","958300000000","100819","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100820","1","1008","880600000000","100820","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100821","1","1008","802900000000","100821","36000","독 데미지 10초","배틀 시작부터 10초간 적이 독 상태가 된다"
"100822","1","1008","699300000000","100822","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100823","1","1008","621600000000","100823","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소"
"100824","1","1008","543900000000","100824","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100825","1","1008","466200000000","100825","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100826","1","1008","362600000000","100826","36000","TP 150 증가","배틀 시작 시 아군의 TP가 150 증가"
"100827","1","1008","284900000000","100827","36000","무적 10초","배틀 시작부터 10초간 아군이 무적 상태가 된다"
"100828","1","1008","207200000000","100828","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소"
"100829","1","1008","103600000000","100829","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소"
"100830","1","1008","25900000000","100830","36000","독 데미지 10초","배틀 시작부터 10초간 적이 독 상태가 된다"
